transform,dtype,beta,rapidity,angle,num_samples,relative_l2_mean,relative_l2_p10,relative_l2_p90,relative_l2_max,max_absolute_mean,max_absolute_max
rotation,float32,,,0.15707963267948966,48,8.341457165425517e-05,1.7675500067257798e-05,0.00013500131786362942,0.0007390317224063908,0.0006513711446264802,0.014882808129030423
rotation,float32,,,0.23561944901923448,48,9.806354067165908e-05,1.704663237351513e-05,0.00011667483268243867,0.001022506742214229,0.0005609232558091397,0.005418754969554129
rotation,float32,,,0.3141592653589793,48,8.168785106618251e-05,1.008223193795022e-05,0.00015851201081217773,0.0008320597116075732,0.0004305140600915887,0.0054009942536339395
rotation,float32,,,0.39269908169872414,48,0.0001241263567028594,1.5431320729039066e-05,0.00013223865433402817,0.0014205680293715294,0.0005474979848010039,0.004680183255260317
rotation,float32,,,0.47123889803846897,48,9.316556600232809e-05,2.0068422043504245e-05,0.00021173369136100862,0.0009997912406329232,0.0005264895112172633,0.007718860675254291
rotation,float32,,,0.5497787143782138,48,0.00010407667387372948,1.9727195357321533e-05,0.0002541168890718431,0.0008305326135114642,0.0008027698954902055,0.012417250161419702
rotation,float32,,,0.6283185307179586,48,0.00012856205567658824,1.7177288077401562e-05,0.0002344100043324134,0.0013894175422416723,0.00077718852713734,0.014275495843264707
rotation,float32,,,0.7068583470577035,48,9.759212164625937e-05,1.7896807288782307e-05,0.00012685439422013112,0.0011522098743404002,0.000502361681257904,0.004613883737135893
rotation,float32,,,0.7853981633974483,48,8.536925172646548e-05,1.7109187193329178e-05,0.00015416536521503286,0.000663258011600899,0.000673249124473561,0.013890721378061244
rotation,float32,,,0.8639379797371931,48,0.0001295667963825286,2.010513546218695e-05,0.0003368016854858839,0.0013826844833498032,0.000800480480075282,0.013600925997081958
rotation,float32,,,0.9424777960769379,48,0.0001147181476951884,1.9717978003627964e-05,0.00022640831696329482,0.0009555951040438705,0.0006607594381959169,0.005453154190021792
rotation,float32,,,1.0210176124166828,48,0.00010358297731854372,1.596190489591442e-05,0.00024512517508829543,0.0013752498614588826,0.0006097490988464945,0.006002795328498678
rotation,float32,,,1.0995574287564276,48,8.570289965736698e-05,1.821909797508972e-05,0.00022716381387553387,0.0004679318072396491,0.0005960705403221417,0.008656266026690673
rotation,float32,,,1.1780972450961724,48,9.568464090658135e-05,1.7940502731541625e-05,0.00022039668774455573,0.0006469460621300983,0.0006975874782815493,0.007888559272842599
rotation,float32,,,1.2566370614359172,48,0.00011620277021998336,1.822797354116346e-05,0.00016586945499082455,0.0015515397658592896,0.0006357254184649243,0.0060065464059704254
rotation,float32,,,1.335176877775662,48,0.00013845473659671484,1.815161659337601e-05,0.00027495339588372547,0.0013675419732381542,0.0006974968927694752,0.005804442843128754
rotation,float32,,,1.413716694115407,48,0.00011510315066558714,2.3321578449903824e-05,0.0002670149492861462,0.0013802506327930484,0.0005595933466213855,0.00392880865707923
rotation,float32,,,1.4922565104551517,48,0.00011201870575599131,2.0961935398728995e-05,0.00015527015904567387,0.001338025669953115,0.0005135279421996508,0.005149585598303474
rotation,float32,,,1.5707963267948966,48,8.619305170562429e-05,1.656068190601224e-05,0.00023105666990250645,0.0006293421207013575,0.00048714318107356824,0.00414021527717523
rotation,float32,,,1.6493361431346414,48,8.124571976205737e-05,1.9550186796969844e-05,0.00014824872010229685,0.0004910065223237234,0.00044787621125499884,0.004986412505232352
